brand,model,model_year,milage,fuel_type,engine_liters,engine_cylinders,transmission_group,ext_color_group,int_color_group,accident,clean_title
Jeep,Wrangler Unlimited Sport,2017,84786.0,Gasoline,3.6,6.0,Automatic,Gray,Black,None reported,Yes
Mercedes-Benz,S-Class S 63 AMG,2008,93000.0,Gasoline,6.2,8.0,Automatic,Black,Black,None reported,Yes
Hyundai,Genesis Coupe 3.8 Track,2010,127500.0,Gasoline,3.8,6.0,Manual,Blue,Black,At least 1 accident or damage reported,Yes
Ford,Mustang Mach-E GT,2022,8000.0,Unknown,3.5,6.0,Automatic,Blue,Black,None reported,Yes
GMC,Canyon Elevation Standard,2022,16500.0,Gasoline,3.6,6.0,Automatic,Gray,Gray,None reported,Yes
Jaguar,XK Base,2013,55700.0,Gasoline,5.0,8.0,Automatic,Black,Black,None reported,Yes
Ford,F-250 LARIAT,2021,42245.0,Diesel,6.7,6.0,Automatic,Black,Black,None reported,Unknown
Toyota,RAV4 Base,2009,78500.0,Gasoline,2.5,4.0,Automatic,Silver,Other,None reported,Yes
Ford,Expedition Platinum,2018,48619.0,Gasoline,3.5,6.0,Automatic,Gray,White,None reported,Yes
Jeep,Wrangler Unlimited 4xe Sahara,2021,51105.0,Hybrid,2.0,4.0,Automatic,Black,Black,None reported,Yes
Ford,F-150 XLT,2016,25880.0,E85 Flex Fuel,3.5,6.0,Automatic,Red,Gray,None reported,Yes
Tesla,Model S Plaid,2021,20100.0,Unknown,3.5,6.0,Automatic,Red,Black,None reported,Yes
Toyota,Tacoma SR5,2018,25083.0,Gasoline,3.5,6.0,Automatic,Red,Gray,At least 1 accident or damage reported,Yes
Audi,TT Roadster quattro,2002,69300.0,Gasoline,1.8,4.0,Manual,Gray,Black,At least 1 accident or damage reported,Yes
Toyota,Highlander Hybrid Limited Platinum,2019,46000.0,Hybrid,3.5,6.0,CVT,Silver,Black,None reported,Yes
Jeep,Liberty Sport,2008,141485.0,Gasoline,3.7,6.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
Toyota,Sequoia Limited,2018,63990.0,Gasoline,5.7,8.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
Ford,Transit-350 Base,2020,19400.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Yes
Subaru,BRZ Limited,2013,129858.0,Gasoline,2.0,4.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Volvo,XC60 3.2,2012,102000.0,Gasoline,3.2,6.0,Automatic,Blue,Beige,None reported,Yes
Subaru,Impreza WRX Sti Special Edition,2010,8700.0,Gasoline,2.5,4.0,Manual,Gray,Black,None reported,Yes
Chevrolet,Bolt EV LT,2018,49279.0,Unknown,3.5,6.0,Automatic,Red,Gray,None reported,Yes
Chevrolet,Monte Carlo Supercharged SS,2004,148800.0,Gasoline,3.8,6.0,Automatic,Red,Black,None reported,Yes
Cadillac,Escalade Platinum Edition,2012,160249.0,E85 Flex Fuel,6.2,8.0,Automatic,Black,Black,None reported,Yes
Chrysler,300M Base,2004,45000.0,Gasoline,3.5,6.0,Automatic,Gray,Gray,None reported,Yes
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000.0,Diesel,6.6,8.0,Automatic,White,Gray,None reported,Yes
Mercedes-Benz,AMG C 63 S,2017,46000.0,Gasoline,4.0,8.0,Automatic,Gray,Black,None reported,Yes
Ferrari,488 Spider Base,2019,13900.0,Gasoline,3.9,8.0,Other,Red,Black,None reported,Yes
Acura,TLX V6 Tech,2015,38000.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Yes
Chevrolet,Corvette Z06,2006,42000.0,Gasoline,7.0,8.0,Manual,Orange,Black,None reported,Yes
Lexus,NX 350h Premium,2024,300.0,Hybrid,2.5,4.0,Automatic,Black,Black,None reported,Yes
Mercedes-Benz,SLK-Class SLK 350,2008,120800.0,Gasoline,3.5,6.0,Automatic,Red,Beige,None reported,Yes
Jeep,Wrangler Unlimited Sahara,2020,76313.0,Gasoline,2.0,4.0,Automatic,Other,Black,None reported,Yes
Chevrolet,Silverado 1500 LT,2012,104000.0,E85 Flex Fuel,5.3,8.0,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes
Lexus,GX 460 Base,2010,97097.0,Gasoline,4.6,8.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
Jeep,Wrangler Unlimited X,2008,136731.0,Gasoline,3.8,6.0,Automatic,Yellow,Gray,None reported,Yes
RAM,1500 Tradesman/Express,2017,40200.0,Gasoline,5.7,8.0,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes
Ford,Explorer ST,2021,39105.0,Gasoline,3.0,6.0,Automatic,Black,Other,None reported,Yes
Mercedes-Benz,G 550 4x4 Squared Base,2017,23567.0,Gasoline,4.0,8.0,Other,White,Black,At least 1 accident or damage reported,Yes
BMW,M4 Competition,2021,12500.0,Gasoline,3.0,6.0,Automatic,Gray,Blue,At least 1 accident or damage reported,Yes
Chevrolet,Colorado ZR2,2019,38900.0,Gasoline,3.6,6.0,Automatic,White,Black,None reported,Yes
Lincoln,Navigator L Select,2016,84272.0,Gasoline,3.5,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,E-Class E 350,2016,58375.0,Gasoline,3.5,6.0,Automatic,White,Beige,None reported,Yes
Ford,Mustang Shelby GT500,2007,7346.0,Gasoline,5.4,8.0,Manual,Red,Black,None reported,Yes
Dodge,Charger SRT8,2008,98231.0,Gasoline,6.1,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Jaguar,XK Base,2007,56000.0,Gasoline,4.2,8.0,Automatic,White,Beige,None reported,Yes
Honda,Civic EX,2020,13935.0,Gasoline,1.5,4.0,CVT,Gray,Black,None reported,Yes
Subaru,Impreza 2.0i,2019,30000.0,Gasoline,2.0,4.0,CVT,Gray,Black,At least 1 accident or damage reported,Yes
Saab,9-3 Aero,2009,106000.0,Gasoline,2.8,6.0,Automatic,Red,Black,None reported,Yes
BMW,650 Gran Coupe i xDrive,2014,82978.0,Gasoline,4.4,8.0,Automatic,Black,White,None reported,Yes
Jeep,Wrangler Unlimited Sport,2018,58500.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
Ford,F-350 King Ranch,2015,92421.0,Diesel,6.7,8.0,Automatic,White,Brown,None reported,Yes
Mazda,CX-30 Preferred,2020,9927.0,Gasoline,2.5,4.0,Automatic,White,Black,None reported,Yes
Jeep,Wrangler Sport,2000,122945.0,Gasoline,4.0,6.0,Manual,Beige,Brown,None reported,Yes
Lexus,RX 330 Base,2006,110250.0,Gasoline,3.3,6.0,Automatic,White,Beige,None reported,Yes
INFINITI,QX56 Base,2011,103010.0,Gasoline,5.6,8.0,Automatic,Black,Beige,None reported,Yes
Hyundai,Veloster Value Edition,2017,55359.0,Gasoline,1.6,4.0,Automatic,Silver,Black,None reported,Unknown
Chevrolet,Silverado 1500 LT Extended Cab,2002,118500.0,Gasoline,5.3,8.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Rivian,R1S Launch Edition,2022,7800.0,Unknown,3.5,6.0,Automatic,Green,Black,None reported,Yes
Land,Rover Range Rover HSE SWB,2020,41500.0,Hybrid,3.0,6.0,Automatic,Gray,Gray,None reported,Yes
BMW,M4 Base,2020,28000.0,Gasoline,3.0,6.0,Automatic,White,White,None reported,Yes
Mercedes-Benz,E-Class E 350,2014,53500.0,Gasoline,3.5,6.0,Automatic,Black,Brown,None reported,Yes
Honda,Accord Hybrid Base,2021,33523.0,Hybrid,2.0,4.0,CVT,Silver,Gray,None reported,Unknown
Toyota,Prius v Three,2016,86300.0,Hybrid,1.8,4.0,Automatic,Gray,Black,At least 1 accident or damage reported,Yes
Subaru,WRX Premium,2022,7738.0,Gasoline,2.4,4.0,Other,Orange,Black,At least 1 accident or damage reported,Yes
Bentley,Bentayga Speed,2020,22001.0,Gasoline,6.0,6.0,Automatic,Black,Other,None reported,Yes
Ford,Explorer ST,2022,14361.0,Gasoline,3.0,6.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Suburban LT,2016,98000.0,E85 Flex Fuel,5.3,8.0,Other,Gray,Gray,At least 1 accident or damage reported,Yes
Chevrolet,Silverado 1500 Limited Custom,2022,30455.0,Gasoline,2.7,6.0,Automatic,White,Black,None reported,Unknown
Ford,Explorer Platinum,2020,64552.0,Gasoline,3.0,6.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Lexus,RX 350 Base,2017,103866.0,Gasoline,3.5,6.0,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,35650.0,Gasoline,3.0,6.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Ford,Explorer Platinum,2021,64957.0,Gasoline,3.0,6.0,Automatic,Black,Other,None reported,Yes
Dodge,Challenger SRT8 392,2012,33700.0,–,3.5,6.0,Manual,Black,Black,None reported,Yes
Chevrolet,Equinox 2LT,2012,96653.0,Gasoline,3.0,6.0,Automatic,Black,Brown,At least 1 accident or damage reported,Yes
Dodge,Challenger SXT,2022,29500.0,Gasoline,3.6,6.0,Automatic,Gray,Black,None reported,Yes
Porsche,911 Carrera,2021,7400.0,Gasoline,3.0,6.0,Automatic,Red,Black,Unknown,Unknown
Volvo,XC70 T6 Platinum,2012,69000.0,Gasoline,3.0,6.0,Automatic,Silver,Black,At least 1 accident or damage reported,Yes
Lexus,GX 470 Base,2005,198000.0,Gasoline,4.7,8.0,Automatic,Gray,Gray,At least 1 accident or damage reported,Yes
Porsche,911 Carrera GTS,2015,23600.0,Gasoline,3.8,6.0,Manual,Red,Black,None reported,Yes
Volvo,XC70 3.2,2008,170000.0,Gasoline,3.2,6.0,Automatic,White,Beige,None reported,Yes
Nissan,350Z NISMO,2008,76500.0,Gasoline,3.5,6.0,Manual,Silver,Red,At least 1 accident or damage reported,Yes
Porsche,911 Turbo,2007,73500.0,Gasoline,3.6,6.0,Automatic,Black,Black,None reported,Yes
Land,Rover Range Rover SWB,2020,29000.0,Hybrid,3.0,6.0,Automatic,Black,Black,None reported,Yes
Porsche,Cayenne E-Hybrid S Platinum Edition,2017,69404.0,Plug-In Hybrid,3.0,6.0,Automatic,Black,Beige,At least 1 accident or damage reported,Yes
Lexus,IS 350 Base,2007,103000.0,Gasoline,3.5,6.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
Porsche,Macan S,2015,70500.0,Gasoline,3.0,6.0,Other,Silver,Black,At least 1 accident or damage reported,Yes
Land,Rover Range Rover 5.0L Supercharged,2016,64000.0,Gasoline,5.0,8.0,Other,White,White,None reported,Yes
GMC,Savana 2500 Work Van,2018,63460.0,E85 Flex Fuel,6.0,8.0,Automatic,White,Beige,None reported,Yes
Toyota,4Runner SR5,2018,32199.0,Gasoline,4.0,6.0,Automatic,Silver,Black,None reported,Yes
Hyundai,Palisade SEL,2020,69487.0,Gasoline,3.8,6.0,Automatic,White,Black,None reported,Yes
GMC,Sierra 2500 Denali,2015,86000.0,Diesel,6.6,8.0,Automatic,Gray,Brown,None reported,Yes
Genesis,GV70 3.5T Sport,2022,8730.0,Gasoline,3.5,6.0,Automatic,White,Red,None reported,Unknown
Dodge,Ram Van 1500,2002,70000.0,Gasoline,3.9,6.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
Chevrolet,Impala 1LT,2017,70000.0,Gasoline,3.6,6.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
Audi,A4 2.0T Premium Plus,2015,83420.0,E85 Flex Fuel,2.0,4.0,Automatic,Red,Gray,At least 1 accident or damage reported,Yes
Nissan,Altima 2.5 S,2003,189000.0,Gasoline,2.5,4.0,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes
Porsche,911 Carrera 4S,2017,31500.0,Gasoline,3.0,6.0,Automatic,Blue,Red,None reported,Yes
BMW,X1 xDrive 28i,2015,85766.0,Gasoline,2.0,4.0,Automatic,Gray,Black,None reported,Yes
GMC,Yukon Denali,2018,92800.0,Gasoline,6.2,8.0,Automatic,White,Black,None reported,Yes
Land,Rover Defender SE,2021,13970.0,Hybrid,3.0,6.0,Automatic,Gray,Black,None reported,Yes
Porsche,911 Turbo S,2023,154.0,Gasoline,3.8,6.0,Automatic,Green,Black,None reported,Unknown
Toyota,Land Cruiser Base,2000,265000.0,Gasoline,4.7,8.0,Automatic,Black,Beige,None reported,Yes
Scion,xB Base,2011,95426.0,Gasoline,2.4,4.0,Automatic,Green,Gray,None reported,Yes
Honda,S2000 Base,2001,119900.0,Gasoline,2.0,4.0,Manual,Black,Red,At least 1 accident or damage reported,Yes
Mazda,CX-30 Select,2020,23162.0,Gasoline,2.5,4.0,Automatic,Red,Black,None reported,Yes
BMW,M4 Competition,2023,3950.0,Gasoline,3.0,6.0,Automatic,White,Blue,None reported,Yes
Porsche,911 Carrera 4S,2006,80000.0,Gasoline,3.8,6.0,Manual,Black,Beige,None reported,Yes
Ford,F-250 Lariat,2015,94634.0,E85 Flex Fuel,6.2,8.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Chevrolet,Corvette Base,2007,65000.0,Gasoline,6.0,8.0,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes
Lexus,LS 460 L,2008,100000.0,Gasoline,4.6,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Toyota,Sienna XSE 25th Anniversary,2023,500.0,Hybrid,2.5,4.0,Automatic,White,Black,None reported,Yes
Mercedes-Benz,AMG G 63 Base,2021,7856.0,Gasoline,4.0,8.0,Automatic,Blue,Black,None reported,Yes
Audi,A4 2.0T Premium quattro,2011,181000.0,Gasoline,2.0,4.0,Automatic,White,Black,None reported,Yes
Mercedes-Benz,GLC 300 Base 4MATIC,2018,48700.0,Gasoline,2.0,4.0,Automatic,Blue,Brown,None reported,Yes
Porsche,911 Turbo Cabriolet,2009,13500.0,Gasoline,3.6,6.0,Manual,Gray,Black,None reported,Yes
Toyota,86 860 Special Edition,2017,87500.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Yes
Jaguar,XJ8 L,2000,45000.0,Gasoline,4.0,8.0,Automatic,Silver,Beige,None reported,Yes
Chevrolet,Corvette Base,1996,85760.0,Gasoline,5.7,8.0,Automatic,Silver,Black,None reported,Yes
Tesla,Model 3 Long Range,2018,36187.0,Unknown,3.5,6.0,Automatic,White,Black,None reported,Yes
Hyundai,Tucson SEL,2022,13666.0,Gasoline,2.5,4.0,Automatic,Gray,Black,None reported,Unknown
Porsche,911 Carrera S,2007,50500.0,Gasoline,3.8,6.0,Manual,Silver,Black,None reported,Yes
Lincoln,Nautilus Reserve,2021,19291.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Unknown
Ford,Mustang Boss 302,2012,1295.0,Gasoline,5.0,8.0,Manual,Silver,Black,None reported,Yes
Cadillac,Escalade Premium Luxury,2017,55000.0,Gasoline,6.2,8.0,Automatic,White,Beige,At least 1 accident or damage reported,Yes
MINI,Cooper Base,2010,74000.0,Gasoline,1.6,4.0,Manual,Yellow,Black,None reported,Yes
Dodge,Durango R/T,2022,14976.0,Gasoline,5.7,8.0,Automatic,White,Black,None reported,Yes
BMW,X5 xDrive35i,2018,25348.0,Gasoline,3.0,6.0,Automatic,Blue,Black,At least 1 accident or damage reported,Unknown
Chevrolet,Corvette Base,2010,23133.0,Gasoline,6.2,8.0,Manual,White,Black,None reported,Yes
Jaguar,XE 20d Prestige,2018,34322.0,Diesel,2.0,6.0,Automatic,Blue,Beige,None reported,Unknown
Dodge,Challenger R/T,2021,39960.0,Gasoline,5.7,8.0,Automatic,White,Gray,At least 1 accident or damage reported,Yes
BMW,550 i xDrive,2016,76400.0,Gasoline,4.4,8.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Ford,Explorer XLT,2022,18533.0,Gasoline,2.3,4.0,Automatic,White,Black,None reported,Yes
GMC,Yukon XL Denali,2023,7500.0,Gasoline,6.2,8.0,Automatic,Gray,Black,None reported,Yes
INFINITI,QX80 SENSORY,2022,26520.0,Gasoline,5.6,8.0,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes
Land,Rover Range Rover 3.0L Supercharged,2014,59500.0,E85 Flex Fuel,3.0,6.0,Automatic,Red,Black,None reported,Yes
Honda,Pilot EX-L,2020,44000.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Yes
Pontiac,Firebird Base,2001,111000.0,Gasoline,3.8,6.0,Automatic,White,Gray,None reported,Yes
Toyota,4Runner Limited,2016,82260.0,Gasoline,4.0,6.0,Automatic,White,Black,None reported,Yes
Porsche,911 Carrera Cabriolet,2006,52744.0,Gasoline,3.6,6.0,Other,Gray,Black,At least 1 accident or damage reported,Yes
BMW,i8 Base,2019,28200.0,Plug-In Hybrid,1.5,3.0,Other,Gray,Beige,At least 1 accident or damage reported,Yes
Nissan,Maxima GLE,2000,194277.0,Gasoline,3.0,6.0,Automatic,Blue,Beige,At least 1 accident or damage reported,Yes
Pontiac,Firebird Trans Am,2001,91812.0,Gasoline,5.7,8.0,Automatic,Green,Black,None reported,Yes
Chevrolet,Suburban Premier,2018,84224.0,Gasoline,5.3,8.0,Automatic,Other,Black,None reported,Yes
BMW,X2 xDrive28i,2018,66690.0,Gasoline,2.0,4.0,Other,Gray,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,41500.0,Gasoline,3.0,6.0,Automatic,White,Brown,At least 1 accident or damage reported,Yes
BMW,750 i xDrive,2014,85095.0,Gasoline,4.4,8.0,Automatic,Black,Brown,At least 1 accident or damage reported,Yes
Volvo,S60 T5 Premier Plus,2015,39000.0,Gasoline,2.5,5.0,Other,Silver,Gray,At least 1 accident or damage reported,Yes
Tesla,Model Y Long Range,2022,20500.0,Unknown,3.5,6.0,Automatic,Gray,Black,None reported,Yes
Ford,F-350 Platinum,2019,112000.0,Diesel,6.7,8.0,Automatic,Black,Black,None reported,Yes
Volkswagen,ID.4 Pro S,2023,1716.0,Unknown,3.5,6.0,Automatic,Gray,Gray,None reported,Unknown
Audi,A3 2.0T Premium,2016,90360.0,Gasoline,2.0,4.0,Automatic,Black,Black,At least 1 accident or damage reported,Yes
Ford,Explorer Limited,2020,82146.0,Gasoline,2.3,4.0,Automatic,Gray,Black,None reported,Yes
Ford,Mustang GT Premium,2020,16850.0,Gasoline,5.0,8.0,Automatic,Blue,Black,At least 1 accident or damage reported,Yes
Honda,S2000 Base,2003,101000.0,Gasoline,2.0,4.0,Manual,Silver,Black,None reported,Yes
BMW,M235 i,2015,68750.0,Gasoline,3.0,6.0,Manual,Red,Black,None reported,Yes
Lamborghini,Aventador S Base,2018,5858.0,Gasoline,6.5,12.0,Automatic,White,Gray,None reported,Yes
Dodge,Durango SLT,2004,143000.0,Gasoline,5.7,8.0,Automatic,Beige,Beige,None reported,Yes
Nissan,Armada LE,2005,152270.0,Gasoline,5.6,8.0,Automatic,Green,Beige,At least 1 accident or damage reported,Yes
Kia,Sorento S,2021,19605.0,Gasoline,2.5,4.0,Automatic,White,Black,None reported,Unknown
Chevrolet,Silverado 1500 RST,2020,19200.0,Gasoline,5.3,8.0,Automatic,Gray,Black,None reported,Yes
Chevrolet,Impala Base,2004,64500.0,Gasoline,3.4,6.0,Automatic,Beige,Beige,None reported,Yes
Toyota,Tacoma PreRunner,2011,149000.0,Gasoline,4.0,6.0,Automatic,Black,Beige,None reported,Yes
McLaren,570S Spider,2018,5918.0,Gasoline,3.8,8.0,Automatic,Yellow,Black,None reported,Unknown
Pontiac,Firebird Trans Am,1997,134033.0,Gasoline,5.7,8.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
Kia,Stinger GT1,2019,37226.0,Gasoline,3.3,6.0,Automatic,White,Black,None reported,Unknown
Ford,Escape SE,2017,71924.0,Gasoline,1.5,4.0,Automatic,Beige,Beige,None reported,Yes
Lamborghini,Huracan EVO Coupe,2021,5718.0,Gasoline,5.2,6.0,Automatic,Other,Other,None reported,Unknown
Jeep,Wrangler Unlimited Sport,2014,122200.0,Gasoline,3.6,6.0,Automatic,Orange,Black,At least 1 accident or damage reported,Yes
Land,Rover Range Rover Sport HST MHEV,2020,37248.0,Hybrid,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Chevrolet,Silverado 1500 Base,1999,88750.0,Gasoline,4.8,8.0,Automatic,White,Gray,None reported,Yes
Cadillac,XLR V,2008,64800.0,Gasoline,4.4,8.0,Automatic,Black,Black,Unknown,Unknown
Ford,Fusion Hybrid Titanium,2014,112180.0,Hybrid,2.0,4.0,CVT,White,Black,None reported,Unknown
RAM,2500 SLT,2015,149130.0,Diesel,6.7,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Tesla,Model Y Long Range,2020,88000.0,Unknown,3.5,6.0,Automatic,Gray,White,None reported,Yes
Toyota,Highlander XLE,2018,74000.0,Gasoline,3.5,6.0,Automatic,White,Black,None reported,Yes
Ford,F-150 XLT,2019,44460.0,Gasoline,2.7,6.0,Automatic,Red,Gray,None reported,Yes
GMC,Acadia SLE-2,2015,96000.0,Gasoline,3.6,6.0,Automatic,Blue,Beige,None reported,Yes
Porsche,Boxster Base,2005,75000.0,Gasoline,2.7,6.0,Manual,Silver,Black,Unknown,Unknown
Dodge,Charger R/T,2014,95000.0,Gasoline,5.7,8.0,Other,Black,Black,None reported,Yes
Land,Rover Range Rover Sport Supercharged HSE,2016,49799.0,Gasoline,3.0,6.0,Automatic,Brown,Brown,None reported,Yes
Ford,Mustang GT,2006,27407.0,Gasoline,4.6,8.0,Manual,Silver,Red,None reported,Yes
Alfa,Romeo Giulia Ti,2020,23339.0,Gasoline,2.0,4.0,Automatic,Other,Black,Unknown,Unknown
Tesla,Model S 90D,2016,74122.0,Unknown,3.5,6.0,Automatic,Black,Black,None reported,Yes
Jaguar,XK8 Base,1997,50000.0,Gasoline,4.0,8.0,Automatic,White,Beige,None reported,Yes
Mercedes-Benz,GLC 300 GLC 300,2021,14745.0,Gasoline,2.0,6.0,Automatic,Gray,Other,None reported,Unknown
Chevrolet,Corvette Stingray w/3LT,2021,2700.0,Gasoline,6.2,8.0,Other,Blue,Blue,None reported,Yes
Buick,Regal Turbo - Premium 1,2012,190000.0,Gasoline,2.0,4.0,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes
Audi,A4 2.0T Premium,2014,90236.0,E85 Flex Fuel,2.0,4.0,Other,Gray,Black,None reported,Yes
Jeep,Gladiator Overland,2020,4000.0,Gasoline,3.6,6.0,Automatic,Silver,Black,None reported,Yes
Land,Rover Range Rover Westminster SWB,2022,2220.0,Hybrid,3.0,6.0,Automatic,Blue,White,None reported,Yes
GMC,Yukon XL Denali,2017,124000.0,Gasoline,6.2,8.0,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes
Ford,Ranger Lariat,2019,45163.0,Gasoline,2.3,4.0,Automatic,Red,Other,None reported,Yes
Volkswagen,Passat 2.0T SE,2020,49400.0,Gasoline,2.0,4.0,Automatic,Black,Brown,None reported,Yes
Porsche,911 Carrera,2020,11256.0,Gasoline,3.0,6.0,Automatic,Red,Black,None reported,Yes
Chevrolet,Corvette Stingray w/1LT,2021,13700.0,Gasoline,6.2,8.0,Automatic,White,Red,None reported,Yes
Land,Rover Range Rover HSE,2011,174678.0,Gasoline,3.2,6.0,Automatic,Black,Black,None reported,Yes
Lexus,RX 450h F Sport Handling,2022,1600.0,Hybrid,3.5,6.0,Automatic,White,Black,None reported,Yes
Porsche,911 GT3 RS,2019,15509.0,Gasoline,4.0,6.0,Automatic,Green,Black,None reported,Unknown
Ford,Expedition Platinum,2020,69849.0,Gasoline,3.5,6.0,Automatic,Red,Black,None reported,Yes
Toyota,Tacoma PreRunner,2008,160000.0,Gasoline,4.0,6.0,Automatic,White,Other,At least 1 accident or damage reported,Yes
Toyota,Mirai Base,2016,40000.0,not supported,3.5,6.0,Automatic,Silver,Black,None reported,Yes
Ford,Explorer Sport Trac XLT,2007,228000.0,Gasoline,4.6,8.0,Automatic,Red,Beige,At least 1 accident or damage reported,Yes
GMC,Sierra 1500 SLE1 Extended Cab,2008,187000.0,–,3.5,6.0,Automatic,Red,Gray,At least 1 accident or damage reported,Yes
Mercedes-Benz,C-Class C 300 Luxury,2015,102000.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Cadillac,SRX Standard,2016,48000.0,Gasoline,3.6,6.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Chrysler,Town & Country Touring-L,2012,163500.0,E85 Flex Fuel,3.6,6.0,Automatic,Gray,Beige,None reported,Yes
Porsche,911 Carrera,2023,1500.0,Gasoline,3.0,6.0,Automatic,Silver,Black,None reported,Yes
Porsche,718 Cayman GT4,2021,2100.0,Gasoline,4.0,6.0,Manual,Yellow,Black,Unknown,Unknown
Ford,F-350 Lariat,2018,66281.0,Diesel,6.7,8.0,Other,Gray,Black,None reported,Yes
Ford,Mustang Mach-E Select,2021,18000.0,Unknown,3.5,6.0,Automatic,Blue,Black,None reported,Yes
Ford,F-150 XL,2014,27300.0,Gasoline,3.5,6.0,Automatic,Gray,Gray,None reported,Yes
Mazda,CX-30 Base,2020,19319.0,Gasoline,2.5,4.0,Automatic,White,Black,At least 1 accident or damage reported,Yes
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,32936.0,Gasoline,5.5,8.0,Other,White,Beige,At least 1 accident or damage reported,Yes
BMW,M4 Base,2017,30450.0,Gasoline,3.0,6.0,Other,White,Black,None reported,Yes
Jeep,Wrangler Sport,2017,38200.0,Gasoline,3.6,6.0,Automatic,Red,Other,None reported,Yes
Jeep,Wrangler Sport,2020,26315.0,Gasoline,2.0,4.0,Automatic,Black,Black,None reported,Yes
Chevrolet,Silverado 1500 LS,2003,110000.0,Gasoline,4.8,8.0,Automatic,Green,Beige,None reported,Yes
MINI,Hardtop Cooper,2014,19700.0,Gasoline,2.0,4.0,Automatic,Silver,Black,None reported,Yes
Honda,Element EX,2008,192000.0,Gasoline,2.4,4.0,Automatic,Black,Gray,At least 1 accident or damage reported,Yes
